AREA,DATE_SALE,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE,PARK_FACIL,DATE_BUILD,REG_FEE,COMMIS,SALE_COND
Karapakkam,09-11-2009,727,1,1,2,5859875,Yes,12-11-1996,228535,99618,Family
T Nagar,15-10-2011,1970,2,1,5,16053550,Yes,25-10-1971,626088,208696,Adj Land
Velachery,24-02-2010,1891,3,2,5,12303400,Yes,07-03-1965,430619,147641,Ab Normal
Karapakkam,18-08-2011,1227,1,1,3,6198000,Yes,19-08-2005,285108,154950,Family
Chrompet,04-05-2007,1253,2,1,4,11010960,Yes,06-05-1998,352351,154153,Family
KK Nagar,13-11-2009,1881,3,2,5,12666980,Yes,15-11-2001,608015,240673,Ab Normal
Chrompet,12-05-2012,898,1,1,3,10373360,Yes,14-05-2006,321574,103734,Family
Velachery,04-04-2005,1661,2,1,4,8514030,Yes,11-04-1976,306505,170281,Ab Normal
Chrompet,11-02-2010,726,1,1,2,7187570,Yes,19-02-1977,237190,86251,Adj Land
Adyar,12-08-2007,961,1,1,3,10968170,Yes,16-08-1989,383886,10968,Partial
Karapakkam,06-12-2011,1356,2,2,4,7243250,Yes,16-12-1968,224541,152108,Normal Sale
Karapakkam,07-09-2011,1558,2,2,4,7898250,Yes,17-09-1971,268541,150067,Adj Land
Karapakkam,06-05-2010,1440,2,2,4,7859750,Yes,16-05-1969,330110,125756,Normal Sale
Karapakkam,11-08-2009,691,1,1,2,6059625,Yes,16-08-1989,236325,121193,Adj Land
Chrompet,16-12-2009,1009,1,1,3,13362600,Yes,22-12-1985,414241,146989,Adj Land
Chrompet,23-10-2007,1065,1,1,3,9955700,Yes,01-11-1969,268804,49779,Adj Land
Karapakkam,19-12-2009,694,1,1,2,3807000,Yes,30-12-1965,190350,57105,Partial
Karapakkam,13-09-2009,730,1,1,2,5500000,Yes,21-09-1977,242000,44000,Normal Sale
Chrompet,07-08-2007,994,1,1,3,9475900,Yes,12-08-1985,236898,85283,Adj Land
KK Nagar,13-11-2009,2224,4,2,6,12196780,Yes,20-11-1980,609839,256132,Family
Velachery,02-03-2006,1950,3,2,5,11217570,Yes,05-03-1995,392615,78523,Ab Normal
Anna Nagar,08-07-2013,1519,1,1,4,13037450,Yes,18-07-1974,391124,156449,Ab Normal
Anna Nagar,23-03-2008,1605,1,1,4,12149050,Yes,02-04-1968,400919,133640,Partial
Karapakkam,26-05-2011,584,1,1,2,7439500,Yes,02-06-1981,334778,96714,Normal Sale
Adyar,24-04-2007,783,1,1,2,8538070,Yes,03-05-1969,332985,110995,Adj Land
Adyar,13-09-2010,838,1,1,3,11197455,Yes,22-09-1973,425503,167962,Adj Land
Karapakkam,24-10-2011,1346,2,2,4,7441000,Yes,04-11-1967,319963,133938,Partial
Chrompet,30-12-2012,825,1,1,3,11338250,Yes,03-01-1998,306133,90706,Partial
Velachery,21-04-2011,1542,2,1,4,10737270,Yes,23-04-2000,365067,225483,Normal Sale
Karapakkam,14-12-2009,950,1,1,3,5628000,Yes,25-12-1964,242004,73164,Normal Sale
Karapakkam,06-03-2010,680,1,1,2,8208000,Yes,14-03-1978,344736,131328,Normal Sale
Anna Nagar,01-01-2012,1579,1,1,4,12812990,Yes,08-01-1981,333138,102504,Family
Chrompet,23-10-2006,1047,1,1,3,9051140,Yes,01-11-1969,298688,81460,Ab Normal
Anna Nagar,04-12-2009,1660,1,1,4,18681200,Yes,12-12-1979,467030,186812,Normal Sale
Chrompet,02-04-2012,835,1,1,3,9220450,Yes,08-04-1990,267393,27661,Partial
Adyar,31-01-2011,1109,1,1,3,10039740,Yes,09-02-1975,361431,10040,Family
Adyar,23-01-2011,995,1,1,3,8055010,Yes,31-01-1977,281925,112770,Ab Normal
Velachery,31-01-2012,1747,2,1,4,12038110,Yes,08-02-1979,397258,132419,Adj Land
Anna Nagar,24-07-2007,1529,1,1,4,11985700,Yes,01-08-1972,479428,59929,Ab Normal
Karapakkam,12-07-2009,1034,1,1,3,8345500,Yes,21-07-1972,400584,191947,Family
Karapakkam,21-10-2010,654,1,1,2,6754500,Yes,22-10-2004,290444,114827,Ab Normal
Chrompet,24-12-2008,1020,1,1,3,13245700,Yes,31-12-1982,397371,198686,Adj Land
T Nagar,01-05-2014,1955,2,1,5,13986310,Yes,12-05-1971,391617,167836,Partial
Velachery,15-04-2009,1820,3,2,5,11050340,Yes,23-04-1977,364661,221007,Partial
Velachery,05-10-2005,1508,2,1,4,12035430,Yes,07-10-1996,433275,96283,Family
Anna Nagar,11-01-2013,1839,2,1,5,13903480,Yes,15-01-1999,472718,152938,Adj Land
Chrompet,19-09-2009,1181,1,1,3,11060050,Yes,22-09-1998,287561,110601,Normal Sale
Velachery,01-04-2010,1686,2,1,4,12026070,Yes,07-04-1984,360782,252547,Ab Normal
KK Nagar,16-09-2009,2242,4,2,6,13547460,Yes,19-09-1998,447066,216759,Adj Land
T Nagar,11-10-2008,1843,2,1,5,13613320,Yes,19-10-1979,367560,231426,Adj Land
T Nagar,21-02-2008,1924,2,1,5,14480950,Yes,25-02-1989,477871,260657,Family
Karapakkam,25-08-2010,542,1,1,2,7689500,Yes,31-08-1984,230685,69206,Normal Sale
Anna Nagar,30-05-2013,1595,1,1,4,17471500,Yes,07-06-1983,646446,209658,Family
Anna Nagar,05-06-2008,1626,1,1,4,12837890,Yes,15-06-1970,513516,192568,Family
Chrompet,25-06-2009,1089,1,1,3,13099400,Yes,26-06-2005,406081,183392,Partial
T Nagar,13-11-2006,1697,1,1,4,14121610,Yes,15-11-1996,550743,70608,Normal Sale
Velachery,12-11-2008,1966,3,2,5,11333130,Yes,25-11-1959,407993,215329,Family
Velachery,01-11-2006,1890,3,2,5,15850840,Yes,03-11-1999,491376,206061,Family
Adyar,15-11-2011,1274,2,2,4,10736530,Yes,20-11-1989,418725,139575,Ab Normal
Chrompet,30-10-2011,1144,1,1,3,8969400,Yes,08-11-1975,224235,26908,Adj Land
Adyar,29-10-2007,695,1,1,2,9132865,Yes,31-10-1996,273986,18266,Ab Normal
Chrompet,06-07-2010,867,1,1,3,8325850,Yes,10-07-1995,208146,141539,Ab Normal
Velachery,03-09-2011,1896,3,2,5,11606300,Yes,06-09-1996,383008,81244,Partial
Chrompet,05-06-2014,1178,1,1,3,10285360,Yes,13-06-1980,287990,154280,Ab Normal
Anna Nagar,02-06-2010,1807,2,1,5,13308490,Yes,11-06-1973,399255,106468,Partial
Adyar,19-04-2012,1103,1,1,3,13089560,Yes,25-04-1988,484314,65448,Partial
Karapakkam,29-02-2012,1236,1,1,3,7416000,Yes,04-03-1996,318888,88992,Partial
Chrompet,09-01-2008,1071,1,1,3,14402200,Yes,13-01-1992,475273,144022,Family
Chrompet,27-06-2014,1217,2,1,4,11863790,Yes,29-06-2004,379641,154229,Ab Normal
Karapakkam,09-09-2009,1488,2,2,4,6997500,Yes,13-09-1995,237915,174938,Ab Normal
KK Nagar,12-01-2010,2162,3,2,5,17248780,Yes,19-01-1981,810693,310478,Partial
Velachery,04-01-2008,1623,2,1,4,13518220,Yes,09-01-1987,540729,243328,Adj Land
Adyar,13-08-2008,604,1,1,2,9000305,Yes,20-08-1981,351012,54002,Family
Karapakkam,17-03-2011,1617,2,2,4,10281375,Yes,28-03-1965,308441,185065,Adj Land
Chrompet,19-11-2012,802,1,1,3,7178990,Yes,28-11-1977,186654,107685,Ab Normal
Adyar,11-08-2011,1243,2,2,4,8270125,Yes,19-08-1976,264644,24810,Partial
Karapakkam,11-01-2011,1128,1,1,3,5441000,Yes,23-01-1963,239404,43528,Normal Sale
Velachery,26-05-2011,1795,2,1,4,11809800,Yes,05-06-1971,425153,212576,Normal Sale
KK Nagar,09-07-2008,2481,4,2,6,14276060,Yes,13-07-1995,699527,128485,Adj Land
Chrompet,16-02-2012,1095,1,1,3,13888700,Yes,20-02-1994,402772,222219,Adj Land
Anna Nagar,03-05-2008,1774,1,1,4,13785170,Yes,14-05-1967,441125,151637,Partial
KK Nagar,05-01-2010,2314,4,2,6,14159480,Yes,10-01-1990,424784,169914,Adj Land
Anna Nagar,06-06-2013,1695,1,1,4,11994050,Yes,15-06-1978,383810,203899,Ab Normal
T Nagar,21-12-2010,1547,1,1,4,13597890,Yes,30-12-1973,367143,67989,Adj Land
Velachery,14-03-2004,1978,3,2,5,10699280,Yes,27-03-1955,385174,192587,Partial
Karapakkam,22-11-2010,1208,1,1,3,10895000,Yes,28-11-1986,533855,141635,Family
Chrompet,29-12-2010,792,1,1,2,8344040,Yes,31-12-2002,241977,66752,Normal Sale
Chrompet,14-06-2012,767,1,1,2,8320290,Yes,23-06-1978,274570,116484,Ab Normal
Chrompet,03-07-2011,732,1,1,2,7978600,Yes,04-07-2007,239358,103722,Ab Normal
Karapakkam,30-04-2011,1647,2,2,4,11117625,Yes,05-05-1989,478058,144529,Ab Normal
KK Nagar,15-09-2010,1344,2,1,4,8991380,Yes,17-09-2001,395621,89914,Normal Sale
Adyar,29-04-2011,807,1,1,3,7081160,Yes,05-05-1987,276165,14162,Family
Karapakkam,21-11-2011,631,1,1,2,8269500,Yes,26-11-1989,314241,198468,Normal Sale
T Nagar,24-07-2008,1775,1,1,4,12397590,Yes,30-07-1986,483506,136373,Normal Sale
Adyar,19-08-2009,753,1,1,2,5716935,Yes,26-08-1980,188659,74320,Adj Land
KK Nagar,25-01-2012,1952,3,2,5,11148980,Yes,29-01-1993,423661,122639,Partial
Chrompet,08-05-2009,1021,1,1,3,9320800,Yes,12-05-1993,298266,158454,Ab Normal
Chrompet,28-02-2007,1126,1,1,3,9282050,Yes,05-03-1984,250615,139231,Ab Normal
KK Nagar,03-03-2010,2397,4,2,6,12753880,Yes,06-03-1996,510155,165800,Partial
Chrompet,07-09-2007,1059,1,1,3,14246650,Yes,13-09-1980,356166,42740,Ab Normal
KK Nagar,30-03-2010,1625,2,1,4,9902600,Yes,06-04-1980,425812,227760,Ab Normal
Karapakkam,21-04-2011,1080,1,1,3,10254500,Yes,22-04-2005,328144,82036,Family
KK Nagar,03-02-2012,2254,4,2,6,12428040,Yes,05-02-2004,472266,99424,Partial
Velachery,20-06-2006,1782,2,1,4,14471520,Yes,26-06-1980,434146,173658,Adj Land
KK Nagar,27-04-2010,2050,3,2,5,16814260,Yes,30-04-1997,773456,235400,Family
Anna Nagar,30-04-2013,1665,1,1,4,12639580,Yes,11-05-1969,455025,202233,Adj Land
Karapakkam,10-12-2009,1391,2,2,4,6642000,Yes,17-12-1983,278964,112914,Partial
Anna Nagar,18-10-2013,1797,1,1,4,13049510,Yes,29-10-1970,404535,195743,Partial
Adyar,17-04-2008,786,1,1,2,10371250,Yes,20-04-1998,362994,10371,Family
Velachery,03-12-2011,1991,3,2,5,13805110,Yes,12-12-1973,524594,151856,Family
Adyar,23-03-2011,1215,2,2,4,16693265,Yes,25-03-2000,600958,200319,Ab Normal
KK Nagar,04-03-2011,1691,2,1,4,14691200,Yes,11-03-1981,631722,264442,Normal Sale
Chrompet,01-11-2013,1294,2,1,4,15704500,Yes,05-11-1999,424022,47114,Family
Karapakkam,26-08-2010,1640,2,2,4,10169750,Yes,30-08-1993,376281,132207,Ab Normal
T Nagar,21-05-2007,1674,1,1,4,13280420,Yes,31-05-1967,371852,225767,Normal Sale
Chrompet,02-11-2014,1053,1,1,3,10137210,Yes,03-11-2010,324391,40549,Family
KK Nagar,12-11-2010,1418,2,1,4,8878740,Yes,16-11-1993,381786,221969,Family
Chrompet,26-04-2010,1032,1,1,3,9629850,Yes,04-05-1979,260006,125188,Ab Normal
Karapakkam,18-05-2011,1430,2,2,4,12919750,Yes,26-05-1978,633068,116278,Family
Chrompet,02-09-2011,812,1,1,3,12347950,Yes,04-09-2002,407482,86436,Partial
Karapakkam,07-09-2011,571,1,1,2,4627500,Yes,11-09-1995,180473,97178,Adj Land
Velachery,21-01-2008,1709,2,1,4,13822920,Yes,27-01-1982,525271,193521,Family
Velachery,07-01-2010,1620,2,1,4,13957610,Yes,10-01-1997,446644,153534,Partial
Velachery,01-02-2010,1581,2,1,4,13356200,Yes,04-02-2000,534248,267124,Family
Anna Nagar,14-10-2014,1672,1,1,4,14477850,Yes,18-10-1997,521203,231646,Ab Normal
Chrompet,20-04-2014,1266,2,1,4,9077550,Yes,27-04-1985,245094,118008,Partial
Chrompet,20-06-2014,1298,2,1,4,11998010,Yes,26-06-1989,311948,143976,Normal Sale
T Nagar,22-06-2007,1952,2,1,5,13942350,Yes,03-07-1962,460098,181251,Family
KK Nagar,26-04-2011,2386,4,2,6,12941380,Yes,01-05-1988,478831,142355,Partial
Chrompet,07-12-2007,1058,1,1,3,8598500,Yes,12-12-1985,257955,137576,Family
Adyar,23-10-2009,987,1,1,3,9200725,Yes,27-10-1994,368029,92007,Adj Land
Adyar,12-08-2009,796,1,1,2,9737150,Yes,15-08-1999,389486,116846,Adj Land
Chrompet,08-12-2012,1114,1,1,3,9688300,Yes,10-12-2006,280961,106571,Family
Adyar,29-09-2007,1282,2,2,4,9301605,Yes,05-10-1980,362763,37206,Ab Normal
Chrompet,13-05-2013,957,1,1,3,8292190,Yes,19-05-1991,265350,41461,Family
Karapakkam,19-07-2009,1005,1,1,3,7525375,Yes,21-07-2001,233287,75254,Partial
Chrompet,12-10-2006,837,1,1,3,10563700,Yes,16-10-1988,338038,137328,Normal Sale
Velachery,02-06-2006,1588,2,1,4,11516250,Yes,13-06-1961,460650,80614,Family
Chrompet,26-09-2008,1241,2,1,4,8939050,Yes,05-10-1973,286050,125147,Partial
KK Nagar,17-04-2009,1571,2,1,4,11648840,Yes,20-04-1998,465954,139786,Adj Land
T Nagar,06-02-2013,1840,2,1,5,14477820,Yes,17-02-1972,550157,260601,Normal Sale
T Nagar,10-01-2007,1888,2,1,5,13764960,Yes,19-01-1969,344124,110120,Family
Karapakkam,24-07-2010,557,1,1,2,3210125,Yes,02-08-1973,134825,67413,Partial
Chrompet,22-04-2008,1219,2,1,4,9951030,Yes,23-04-2004,308482,119412,Partial
Karapakkam,26-07-2009,943,1,1,3,8776500,Yes,02-08-1983,421272,105318,Normal Sale
Chrompet,19-07-2011,1133,1,1,3,9468000,Yes,23-07-1995,236700,37872,Family
Adyar,01-05-2012,1153,1,1,3,8350260,Yes,07-05-1988,317310,25051,Adj Land
Velachery,10-10-2005,1618,2,1,4,16354300,Yes,18-10-1975,588755,343440,Adj Land
Karapakkam,29-01-2012,1246,1,1,3,7957500,Yes,07-02-1974,381960,183023,Family
Anna Nagar,14-11-2013,1853,2,1,5,13761350,Yes,22-11-1983,344034,192659,Ab Normal
Karapakkam,23-12-2010,1090,1,1,3,4876500,Yes,04-01-1961,170678,63395,Adj Land
Velachery,05-02-2007,1590,2,1,4,13925230,Yes,07-02-1998,487383,153178,Ab Normal
Karapakkam,10-08-2011,1353,2,2,4,7507375,Yes,18-08-1977,360354,172670,Ab Normal
Anna Nagar,19-12-2007,1610,1,1,4,13545830,Yes,26-12-1978,338646,189642,Ab Normal
T Nagar,24-02-2010,1883,2,1,5,14866620,Yes,03-03-1981,505465,267599,Normal Sale
Chrompet,28-08-2008,1029,1,1,3,13376150,Yes,05-09-1979,361156,214018,Normal Sale
Chrompet,21-12-2006,1285,2,1,4,11819950,Yes,28-12-1977,330959,82740,Adj Land
Adyar,24-05-2010,1210,2,2,4,12495925,Yes,02-06-1975,412366,74976,Ab Normal
Velachery,11-09-2006,1893,3,2,5,9995770,Yes,19-09-1975,389835,209911,Family
T Nagar,05-05-2007,1902,2,1,5,21789460,Yes,08-05-1994,827999,196105,Partial
T Nagar,21-03-2014,1638,1,1,4,13906030,Yes,30-03-1977,542335,236403,Adj Land
Anna Nagar,03-04-2007,1877,2,1,5,21810920,Yes,09-04-1981,719760,348975,Partial
Chrompet,25-07-2009,751,1,1,2,8484620,Yes,29-07-1992,279992,127269,Ab Normal
Chrompet,14-08-2007,1021,1,1,3,8387750,Yes,20-08-1982,251633,67102,Adj Land
Karapakkam,06-09-2011,1448,2,2,4,13435000,Yes,12-09-1987,483660,174655,Family
KK Nagar,01-10-2010,1816,3,2,5,10764320,Yes,07-10-1984,516687,129172,Partial
Velachery,03-01-2008,1615,2,1,4,8092310,Yes,12-01-1970,315600,72831,Normal Sale
KK Nagar,17-09-2009,2227,4,2,6,12334760,Yes,19-09-2001,419382,148017,Normal Sale
Chrompet,15-01-2015,1119,1,1,3,13267150,Yes,22-01-1986,384747,199007,Partial
Karapakkam,21-08-2010,1417,2,2,4,12304750,Yes,30-08-1973,553714,307619,Adj Land
Adyar,16-01-2008,1278,2,2,4,9448455,Yes,25-01-1971,321247,66139,Partial
Chrompet,10-01-2011,1050,1,1,3,11284700,Yes,15-01-1991,304687,90278,Adj Land
T Nagar,25-05-2011,1706,1,1,4,13094870,Yes,04-06-1969,353561,248803,Normal Sale
Anna Nagar,25-10-2013,1751,1,1,4,13331980,Yes,30-10-1994,506615,253308,Family
Karapakkam,24-02-2010,729,1,1,2,6678875,Yes,02-03-1986,200366,153614,Adj Land
Chrompet,29-11-2010,1142,1,1,3,10065600,Yes,06-12-1982,261706,30197,Partial
Velachery,08-07-2007,1668,2,1,4,9150510,Yes,18-07-1964,338569,100656,Ab Normal
Chrompet,18-05-2010,897,1,1,3,8957390,Yes,23-05-1988,232892,107489,Ab Normal
Adyar,27-08-2007,1000,1,1,3,8080925,Yes,30-08-1992,307075,64647,Family
Chrompet,02-09-2008,858,1,1,3,10335050,Yes,07-09-1989,341057,51675,Partial
Adyar,26-07-2010,767,1,1,2,9045605,Yes,28-07-2003,361824,117593,Normal Sale
T Nagar,16-06-2013,1624,1,1,4,13234330,Yes,27-06-1970,476436,211749,Family
Adyar,06-02-2011,881,1,1,3,12724510,Yes,09-02-1997,394460,139970,Family
Chrompet,28-11-2008,722,1,1,2,6888450,Yes,05-12-1981,179100,34442,Family
Anna Nagar,13-09-2008,1630,1,1,4,12938720,Yes,24-09-1967,439916,194081,Ab Normal
Velachery,29-02-2008,1652,2,1,4,12039380,Yes,11-03-1964,397300,168551,Partial
Karapakkam,06-01-2011,1009,1,1,3,5272250,Yes,18-01-1962,237251,68539,Normal Sale
Velachery,10-06-2009,1818,3,2,5,9890560,Yes,16-06-1986,306607,197811,Ab Normal
Anna Nagar,01-09-2010,1602,1,1,4,12359320,Yes,10-09-1974,358420,135953,Normal Sale
Adyar,04-04-2009,1025,1,1,3,13168605,Yes,11-04-1982,513576,171192,Normal Sale
Karapakkam,26-11-2010,762,1,1,2,7675750,Yes,08-12-1961,268651,161191,Normal Sale
Chrompet,08-07-2008,869,1,1,3,12454750,Yes,11-07-1999,411007,49819,Family
Adyar,09-02-2007,1109,1,1,3,12735905,Yes,16-02-1980,445757,50944,Ab Normal
Velachery,23-09-2011,1747,2,1,4,9983410,Yes,26-09-1998,309486,89851,Partial
T Nagar,04-11-2008,1922,2,1,5,13211540,Yes,15-11-1966,475615,171750,Normal Sale
Velachery,04-10-2011,1754,2,1,4,11963590,Yes,14-10-1969,454616,107672,Ab Normal
Chrompet,21-01-2013,1291,2,1,4,10499650,Yes,29-01-1982,314990,136495,Family
Velachery,30-05-2008,1574,2,1,4,8287180,Yes,10-06-1964,306626,66297,Family
Karapakkam,21-12-2011,932,1,1,3,10095000,Yes,30-12-1975,494655,222090,Ab Normal
Karapakkam,24-09-2009,1511,2,2,4,9268750,Yes,04-10-1970,407825,185375,Partial
KK Nagar,20-09-2010,1761,2,1,4,14397160,Yes,27-09-1982,518298,143972,Partial
Karapakkam,15-10-2011,1550,2,2,4,8566750,Yes,24-10-1974,291270,94234,Adj Land
Anna Nagar,23-02-2007,1540,1,1,4,13186470,Yes,27-02-1991,461526,237356,Normal Sale
Velachery,14-09-2004,1528,2,1,4,13642920,Yes,20-09-1983,463859,191001,Adj Land
Adyar,21-01-2012,1244,2,2,4,8661320,Yes,23-01-2004,277162,34645,Partial
Velachery,10-02-2012,1566,2,1,4,11548700,Yes,16-02-1987,346461,219425,Normal Sale
Chrompet,24-07-2010,1283,2,1,4,15503650,Yes,02-08-1975,418599,62015,Family
Chrompet,28-02-2012,1132,1,1,3,13606450,Yes,08-03-1977,394587,108852,Normal Sale
Karapakkam,15-01-2011,589,1,1,2,6061625,Yes,27-01-1964,303081,115171,Family
Chrompet,29-12-2013,885,1,1,3,10958500,Yes,05-01-1988,306838,76710,Partial
Adyar,17-06-2011,663,1,1,2,5426740,Yes,21-06-1995,179082,70548,Adj Land
Velachery,29-10-2010,1530,2,1,4,6752540,Yes,03-11-1988,202576,101288,Normal Sale
Adyar,06-02-2012,940,1,1,3,8871195,Yes,09-02-1999,292749,17742,Family
Velachery,26-04-2008,1894,3,2,5,8917740,Yes,08-05-1961,329956,62424,Partial
T Nagar,16-06-2013,1955,2,1,5,14862430,Yes,20-06-1999,371561,193212,Adj Land
Karapakkam,01-02-2011,1036,1,1,3,8901750,Yes,05-02-1994,302660,204740,Ab Normal
T Nagar,14-04-2011,1504,1,1,4,20362800,Yes,15-04-2006,509070,162902,Adj Land
Anna Nagar,13-12-2010,1826,2,1,5,15779500,Yes,17-12-1994,457606,78898,Adj Land
Karapakkam,21-07-2009,1609,2,2,4,11274750,Yes,30-07-1972,507364,101473,Family
Karapakkam,09-07-2009,891,1,1,3,7999750,Yes,12-07-1996,335990,135996,Family
Anna Nagar,22-07-2010,1965,2,1,5,14411150,Yes,31-07-1975,562035,172934,Family
KK Nagar,24-01-2009,1653,2,1,4,10794060,Yes,29-01-1989,528909,237469,Normal Sale
Chrompet,10-08-2012,1081,1,1,3,9778420,Yes,20-08-1973,303131,136898,Adj Land
Karapakkam,05-10-2009,1041,1,1,3,9045250,Yes,07-10-2002,352765,117588,Adj Land
Chrompet,27-02-2007,1175,1,1,3,9758600,Yes,06-03-1979,302517,58552,Family
Chrompet,03-03-2008,1286,2,1,4,14962800,Yes,05-03-2000,433921,149628,Adj Land
Velachery,19-11-2009,1803,3,2,5,11546330,Yes,23-11-1995,438761,161649,Ab Normal
Adyar,13-01-2012,1178,1,1,3,8638785,Yes,17-01-1993,302357,51833,Adj Land
Anna Nagar,27-01-2008,1589,1,1,4,12025410,Yes,29-01-2000,372788,156330,Normal Sale
Karapakkam,06-04-2010,879,1,1,2,6313250,Yes,15-04-1973,252530,157831,Partial
Anna Nagar,18-05-2010,1501,1,1,4,13627030,Yes,27-05-1975,463319,68135,Normal Sale
Adyar,07-06-2009,1289,2,2,4,17360470,Yes,12-06-1991,607616,190965,Normal Sale
KK Nagar,29-07-2009,1741,2,1,4,10458220,Yes,01-08-1999,366038,219623,Partial
Chrompet,14-01-2008,897,1,1,3,9162950,Yes,16-01-1999,284051,64141,Family
Chrompet,17-01-2007,1172,1,1,3,9701600,Yes,22-01-1987,300750,116419,Ab Normal
Karapakkam,20-08-2009,1321,1,1,3,8527375,Yes,25-08-1991,409314,102329,Normal Sale
Chrompet,28-03-2011,961,1,1,3,8637320,Yes,04-04-1982,215933,34549,Partial
Anna Nagar,25-07-2009,1756,1,1,4,12368790,Yes,28-07-1997,371064,210269,Ab Normal
KK Nagar,19-08-2011,2177,3,2,5,13553180,Yes,22-08-1999,542127,189745,Normal Sale
KK Nagar,08-10-2010,2088,3,2,5,12879720,Yes,12-10-1992,605347,270474,Family
Adyar,26-06-2011,1181,1,1,3,8418360,Yes,02-07-1987,328316,126275,Partial
T Nagar,28-03-2010,1975,2,1,5,13567150,Yes,29-03-2005,339179,189940,Adj Land
Velachery,03-03-2009,1727,2,1,4,8269610,Yes,11-03-1976,289436,74426,Ab Normal
KK Nagar,28-10-2010,2158,3,2,5,13154100,Yes,01-11-1993,394623,105233,Ab Normal
Chrompet,24-12-2006,1138,1,1,3,13801050,Yes,28-12-1991,372628,220817,Ab Normal
T Nagar,03-04-2009,1882,2,1,5,19761890,Yes,14-04-1967,731190,197619,Family
Chrompet,20-04-2008,757,1,1,2,8854790,Yes,24-04-1994,247934,132822,Adj Land
Velachery,18-12-2009,1884,3,2,5,9955440,Yes,27-12-1972,308619,209064,Normal Sale
KK Nagar,31-01-2011,1729,2,1,4,10643500,Yes,01-02-2005,489601,212870,Ab Normal
Adyar,18-07-2009,866,1,1,3,6666735,Yes,25-07-1980,206669,86668,Family
Karapakkam,18-03-2010,919,1,1,3,10589000,Yes,22-03-1994,497683,137657,Ab Normal
Chrompet,23-12-2013,1282,2,1,4,11073340,Yes,27-12-1997,343274,77513,Ab Normal
Adyar,16-10-2011,692,1,1,2,7814575,Yes,22-10-1986,273510,85960,Ab Normal
T Nagar,05-02-2012,1972,2,1,5,13941590,Yes,14-02-1973,487956,181241,Partial
Anna Nagar,04-02-2008,1742,1,1,4,20982920,Yes,14-02-1967,755385,188846,Adj Land
T Nagar,22-03-2013,1936,2,1,5,13788080,Yes,28-03-1989,441219,261974,Ab Normal
Karapakkam,17-09-2011,1257,1,1,3,6660000,Yes,25-09-1977,326340,126540,Ab Normal
Karapakkam,17-09-2009,841,1,1,2,5355750,Yes,22-09-1990,241009,42846,Partial
Velachery,02-06-2005,1605,2,1,4,13759280,Yes,11-06-1971,426538,151352,Partial
Chrompet,17-12-2012,1213,2,1,4,10243060,Yes,19-12-2005,256077,30729,Partial
Chrompet,01-12-2009,731,1,1,2,11029700,Yes,11-12-1971,363980,121327,Family
KK Nagar,02-11-2009,1781,3,2,5,16174720,Yes,04-11-2003,679338,274970,Partial
Karapakkam,05-04-2011,1228,1,1,3,11531000,Yes,08-04-1999,553488,219089,Adj Land
Velachery,24-03-2009,1786,2,1,4,17240870,Yes,27-03-1998,672394,224131,Ab Normal
Velachery,10-09-2006,1953,3,2,5,8916410,Yes,23-09-1953,294242,151579,Family
KK Nagar,23-05-2011,1771,2,1,4,11090200,Yes,28-05-1991,476879,221804,Ab Normal
Adyar,23-05-2012,1082,1,1,3,9177820,Yes,30-05-1984,348757,110134,Ab Normal
KK Nagar,23-06-2009,1636,2,1,4,10056300,Yes,29-06-1984,422365,191070,Ab Normal
Karapakkam,15-07-2010,1655,2,2,4,9837875,Yes,21-07-1985,482056,236109,Ab Normal
Karapakkam,26-02-2012,785,1,1,2,6576375,Yes,03-03-1990,223597,65764,Adj Land
Adyar,15-07-2009,1135,1,1,3,11046310,Yes,24-07-1975,364528,110463,Ab Normal
Karapakkam,24-12-2010,1308,1,1,3,8242250,Yes,01-01-1978,395628,107149,Adj Land
Karapakkam,28-09-2011,508,1,1,2,6709750,Yes,10-10-1962,214712,161034,Adj Land
KK Nagar,03-07-2010,1868,3,2,5,11348140,Yes,05-07-2001,374489,215615,Partial
Anna Nagar,13-11-2006,1951,2,1,5,20272170,Yes,22-11-1970,527076,222994,Family
T Nagar,27-10-2012,1665,1,1,4,20656290,Yes,02-11-1990,516407,103281,Normal Sale
Chrompet,03-08-2010,912,1,1,3,11583300,Yes,09-08-1984,359082,173750,Family
Karapakkam,07-11-2009,724,1,1,2,8033250,Yes,15-11-1978,393629,184765,Normal Sale
T Nagar,18-11-2009,1764,1,1,4,13971130,Yes,28-11-1971,391192,251480,Adj Land
Chrompet,25-02-2008,887,1,1,3,13118450,Yes,06-03-1969,380435,157421,Normal Sale
Chrompet,13-05-2011,1080,1,1,3,12721750,Yes,15-05-2002,330766,114496,Partial
Chrompet,06-12-2008,1045,1,1,3,9480000,Yes,14-12-1976,312840,151680,Partial
KK Nagar,04-10-2009,2365,4,2,6,12924800,Yes,10-10-1984,516992,245571,Partial
Chrompet,23-02-2008,1103,1,1,3,10560810,Yes,24-02-2002,274581,116169,Adj Land
Karapakkam,01-02-2010,939,1,1,3,5326500,Yes,07-02-1986,260999,111857,Normal Sale
Anna Nagar,18-10-2012,1581,1,1,4,18011000,Yes,22-10-1997,702429,144088,Normal Sale
Chrompet,10-01-2012,1074,1,1,3,12904650,Yes,19-01-1973,322616,141951,Normal Sale
